id,pilar,prioridad,notebook_principal,estado,responsable,archivo_respuesta,fecha_revision,puntuacion_autoevaluacion,puntuacion_revision_independiente,resultado_revision,bloqueo
JEV-P17-014,P17,B,https://notebook.google.com/notebook/64b17185-5943-4aeb-b858-3a09ef5749f4,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P17/JEV-P17-014.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P17-015,P17,B,https://notebook.google.com/notebook/64b17185-5943-4aeb-b858-3a09ef5749f4,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P17/JEV-P17-015.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P17-016,P17,B,https://notebook.google.com/notebook/64b17185-5943-4aeb-b858-3a09ef5749f4,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P17/JEV-P17-016.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P17-017,P17,B,https://notebook.google.com/notebook/64b17185-5943-4aeb-b858-3a09ef5749f4,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P17/JEV-P17-017.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P17-018,P17,B,https://notebook.google.com/notebook/64b17185-5943-4aeb-b858-3a09ef5749f4,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P17/JEV-P17-018.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P17-019,P17,B,https://notebook.google.com/notebook/64b17185-5943-4aeb-b858-3a09ef5749f4,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P17/JEV-P17-019.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P17-020,P17,B,https://notebook.google.com/notebook/64b17185-5943-4aeb-b858-3a09ef5749f4,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P17/JEV-P17-020.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P18-001,P18,A,https://notebook.google.com/notebook/f43387fd-42f3-4d37-8986-c8d9d6039d2a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P18/JEV-P18-001.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P18-002,P18,A,https://notebook.google.com/notebook/f43387fd-42f3-4d37-8986-c8d9d6039d2a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P18/JEV-P18-002.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P18-003,P18,A,https://notebook.google.com/notebook/f43387fd-42f3-4d37-8986-c8d9d6039d2a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P18/JEV-P18-003.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P18-004,P18,A,https://notebook.google.com/notebook/f43387fd-42f3-4d37-8986-c8d9d6039d2a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P18/JEV-P18-004.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P18-005,P18,A,https://notebook.google.com/notebook/f43387fd-42f3-4d37-8986-c8d9d6039d2a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P18/JEV-P18-005.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P18-006,P18,B,https://notebook.google.com/notebook/f43387fd-42f3-4d37-8986-c8d9d6039d2a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P18/JEV-P18-006.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P18-007,P18,B,https://notebook.google.com/notebook/f43387fd-42f3-4d37-8986-c8d9d6039d2a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P18/JEV-P18-007.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P18-008,P18,B,https://notebook.google.com/notebook/f43387fd-42f3-4d37-8986-c8d9d6039d2a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P18/JEV-P18-008.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P18-009,P18,B,https://notebook.google.com/notebook/f43387fd-42f3-4d37-8986-c8d9d6039d2a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P18/JEV-P18-009.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P18-010,P18,B,https://notebook.google.com/notebook/f43387fd-42f3-4d37-8986-c8d9d6039d2a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P18/JEV-P18-010.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P18-011,P18,B,https://notebook.google.com/notebook/f43387fd-42f3-4d37-8986-c8d9d6039d2a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P18/JEV-P18-011.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P18-012,P18,B,https://notebook.google.com/notebook/f43387fd-42f3-4d37-8986-c8d9d6039d2a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P18/JEV-P18-012.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P18-013,P18,B,https://notebook.google.com/notebook/f43387fd-42f3-4d37-8986-c8d9d6039d2a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P18/JEV-P18-013.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P18-014,P18,B,https://notebook.google.com/notebook/f43387fd-42f3-4d37-8986-c8d9d6039d2a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P18/JEV-P18-014.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P18-015,P18,B,https://notebook.google.com/notebook/f43387fd-42f3-4d37-8986-c8d9d6039d2a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P18/JEV-P18-015.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P18-016,P18,B,https://notebook.google.com/notebook/f43387fd-42f3-4d37-8986-c8d9d6039d2a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P18/JEV-P18-016.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P18-017,P18,B,https://notebook.google.com/notebook/f43387fd-42f3-4d37-8986-c8d9d6039d2a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P18/JEV-P18-017.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P18-018,P18,B,https://notebook.google.com/notebook/f43387fd-42f3-4d37-8986-c8d9d6039d2a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P18/JEV-P18-018.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P18-019,P18,B,https://notebook.google.com/notebook/f43387fd-42f3-4d37-8986-c8d9d6039d2a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P18/JEV-P18-019.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P18-020,P18,B,https://notebook.google.com/notebook/f43387fd-42f3-4d37-8986-c8d9d6039d2a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P18/JEV-P18-020.md,2026-09-20,20/20,pendiente,pendiente,
JEV-X-001,X,B,P01-P18,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/X/JEV-X-001.md,2026-09-20,20/20,pendiente,pendiente,
JEV-X-002,X,B,P01-P18,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/X/JEV-X-002.md,2026-09-20,20/20,pendiente,pendiente,
JEV-X-003,X,B,P01-P18,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/X/JEV-X-003.md,2026-09-20,20/20,pendiente,pendiente,
JEV-X-004,X,B,P01-P18,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/X/JEV-X-004.md,2026-09-20,20/20,pendiente,pendiente,
JEV-X-005,X,B,P01-P18,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/X/JEV-X-005.md,2026-09-20,20/20,pendiente,pendiente,
JEV-X-006,X,B,P01-P18,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/X/JEV-X-006.md,2026-09-20,20/20,pendiente,pendiente,
JEV-X-007,X,B,P01-P18,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/X/JEV-X-007.md,2026-09-20,20/20,pendiente,pendiente,
JEV-X-008,X,B,P01-P18,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/X/JEV-X-008.md,2026-09-20,20/20,pendiente,pendiente,
JEV-X-009,X,B,P01-P18,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/X/JEV-X-009.md,2026-09-20,20/20,pendiente,pendiente,
JEV-X-010,X,B,P01-P18,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/X/JEV-X-010.md,2026-09-20,20/20,pendiente,pendiente,
JEV-X-011,X,B,P01-P18,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/X/JEV-X-011.md,2026-09-20,20/20,pendiente,pendiente,
JEV-X-012,X,B,P01-P18,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/X/JEV-X-012.md,2026-09-20,20/20,pendiente,pendiente,
JEV-X-013,X,B,P01-P18,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/X/JEV-X-013.md,2026-09-20,20/20,pendiente,pendiente,
JEV-X-014,X,B,P01-P18,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/X/JEV-X-014.md,2026-09-20,20/20,pendiente,pendiente,
JEV-X-015,X,B,P01-P18,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/X/JEV-X-015.md,2026-09-20,20/20,pendiente,pendiente,
JEV-X-016,X,B,P01-P18,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/X/JEV-X-016.md,2026-09-20,20/20,pendiente,pendiente,
JEV-X-017,X,B,P01-P18,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/X/JEV-X-017.md,2026-09-20,20/20,pendiente,pendiente,
JEV-X-018,X,B,P01-P18,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/X/JEV-X-018.md,2026-09-20,20/20,pendiente,pendiente,
JEV-X-019,X,B,P01-P18,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/X/JEV-X-019.md,2026-09-20,20/20,pendiente,pendiente,
JEV-X-020,X,B,P01-P18,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/X/JEV-X-020.md,2026-09-20,20/20,pendiente,pendiente,
JEV-X-021,X,B,P01-P18,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/X/JEV-X-021.md,2026-09-20,20/20,pendiente,pendiente,
JEV-X-022,X,A,P01-P18,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/X/JEV-X-022.md,2026-09-20,20/20,pendiente,pendiente,
JEV-X-023,X,A,P01-P18,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/X/JEV-X-023.md,2026-09-20,20/20,pendiente,pendiente,
JEV-X-024,X,A,P01-P18,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/X/JEV-X-024.md,2026-09-20,20/20,pendiente,pendiente,
